GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48457""","Tyler, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,324094,350169,364905,378809,459187,568448,617971,580590,606716,524480,467234,441829,444013,446073,462368,454883,428878,411725,447315
"""48457""","Tyler, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,73.353,79.254,82.590,85.737,103.929,128.658,139.867,131.406,137.319,118.707,105.750,100.000,100.494,100.961,104.649,102.955,97.069,93.186,101.242
"""48457""","Tyler, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,224470,242552,277369,310042,431106,544849,624650,716054,514654,513631,487985,441829,463755,469196,410620,399081,397978,402744,434511
"""48459""","Upshur, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1075594,1176113,1104360,1017116,1000562,999613,1003188,930828,963542,885280,814421,797228,800184,827861,840388,805815,795253,805781,876982
"""48459""","Upshur, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,134.917,147.525,138.525,127.582,125.505,125.386,125.835,116.758,120.862,111.045,102.157,100.000,100.371,103.843,105.414,101.077,99.752,101.073,110.004
"""48459""","Upshur, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,646924,654587,765465,787173,925411,945360,994944,1091955,850863,862799,832550,797228,827463,864860,789971,754693,774347,816155,887712
"""48461""","Upton, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1148167,1345052,1149294,1126758,1286959,1446515,1672994,1759171,2392975,2175599,2409101,3287353,3328350,3867475,4950620,5723170,6265482,6607035,8124041
"""48461""","Upton, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,34.927,40.916,34.961,34.276,39.149,44.002,50.892,53.513,72.793,66.181,73.284,100.000,101.247,117.647,150.596,174.097,190.594,200.983,247.130
"""48461""","Upton, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,574948,552877,736684,870595,1355554,1541304,1895759,2722766,1828355,2252694,2857331,3287353,3583110,4014817,2296552,2239145,3267818,4268852,4022789
"""48463""","Uvalde, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,660204,685763,702037,698654,688138,709736,694384,674471,686320,723282,761176,812024,927393,896149,1013859,1125048,841199,830361,871238
"""48463""","Uvalde, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,81.303,84.451,86.455,86.039,84.744,87.403,85.513,83.060,84.520,89.071,93.738,100.000,114.208,110.360,124.856,138.549,103.593,102.258,107.292
"""48463""","Uvalde, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,479701,505991,533050,556134,564030,603375,619277,616323,637780,686217,741563,812024,941233,920650,1043916,1085265,852750,865404,927518
"""48465""","Val Verde, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1367505,1470927,1567101,1462111,1518594,1557582,1610055,1602899,1546499,1585414,1574606,1567591,1517437,1538116,1565974,1577921,1600923,1670051,1721857
"""48465""","Val Verde, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.236,93.834,99.969,93.271,96.874,99.361,102.709,102.252,98.654,101.137,100.447,100.000,96.801,98.120,99.897,100.659,102.126,106.536,109.841
"""48465""","Val Verde, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,992429,1064855,1219763,1187666,1311714,1382014,1480396,1551007,1450255,1528298,1547432,1567591,1549439,1602109,1648386,1681282,1735877,1852806,1955664
"""48467""","Van Zandt, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,937370,1000606,981499,948524,937950,994588,995602,931441,945256,937164,889924,950496,973083,989969,1008222,1031268,1080293,1113201,1167200
"""48467""","Van Zandt, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,98.619,105.272,103.262,99.792,98.680,104.639,104.745,97.995,99.449,98.597,93.627,100.000,102.376,104.153,106.073,108.498,113.656,117.118,122.799
"""48467""","Van Zandt, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,627818,662129,711045,737438,789439,867280,911938,917649,868665,899005,880747,950496,1001562,1036323,1036908,1073407,1150927,1215224,1297761
"""48469""","Victoria, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,3508935,3468703,3488264,3671089,3713959,3961974,3965398,4018968,3709769,3932634,4121834,4406982,4596264,4632379,4358656,3996210,3965948,4189892,4191127
"""48469""","Victoria, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.622,78.709,79.153,83.302,84.274,89.902,89.980,91.195,84.179,89.236,93.530,100.000,104.295,105.115,98.903,90.679,89.992,95.074,95.102
"""48469""","Victoria, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,2551092,2534975,2662429,2907828,3122152,3463401,3583369,3821154,3470552,3744872,4028364,4406982,4706523,4836734,4527743,4178736,4239184,4581090,4641937
"""48471""","Walker, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1540765,1616716,1616285,1571404,1585520,1659507,1696402,1685668,1723402,1762368,1756155,1812378,1823702,1856849,1846676,1948024,1989193,2009441,2019247
"""48471""","Walker, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,85.013,89.204,89.180,86.704,87.483,91.565,93.601,93.009,95.091,97.241,96.898,100.000,100.625,102.454,101.892,107.484,109.756,110.873,111.414
"""48471""","Walker, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1130733,1215143,1254112,1269197,1324255,1434374,1522902,1551042,1624965,1688624,1712607,1812378,1880544,1964028,1991834,2130520,2213601,2296829,2363004
"""48473""","Waller, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,953198,1024259,1110133,1229754,1293320,1426946,1555728,1640496,1631258,1648395,1665365,1696100,1770622,1854659,1846591,1923541,2143976,2239266,2341706
"""48473""","Waller, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,56.199,60.389,65.452,72.505,76.253,84.131,91.724,96.722,96.177,97.187,98.188,100.000,104.394,109.348,108.873,113.410,126.406,132.024,138.064
"""48473""","Waller, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,682874,733312,843852,977827,1093499,1247419,1406922,1566565,1530806,1572656,1626953,1696100,1818262,1933247,1959466,2063818,2314243,2457705,2640237
"""48475""","Ward, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1321372,1409552,1173565,995812,956594,1131301,1244207,1341517,1695978,1657750,2066987,3103722,3213193,3105806,3117484,2986237,3305982,4422457,5888166
"""48475""","Ward, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,42.574,45.415,37.812,32.084,30.821,36.450,40.088,43.223,54.643,53.412,66.597,100.000,103.527,100.067,100.443,96.215,106.517,142.489,189.713
"""48475""","Ward, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,728222,674033,789345,778605,966007,1165506,1353614,1887220,1354874,1696674,2379727,3103722,3434109,3224927,1720756,1454264,1993334,3130200,3416292
"""48477""","Washington, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1920183,1896346,1806850,1612630,1541771,1504233,1500236,1480477,1481359,1543203,1622456,1551208,1614395,1721496,1617746,1491914,1452245,1611964,1732382
"""48477""","Washington, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,123.786,122.250,116.480,103.960,99.392,96.972,96.714,95.440,95.497,99.484,104.593,100.000,104.073,110.978,104.289,96.178,93.620,103.917,111.679
"""48477""","Washington, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1370815,1316935,1368834,1281967,1336578,1335074,1377128,1451557,1366913,1471601,1591676,1551208,1655662,1793063,1647415,1536858,1520210,1742990,1858851
"""48479""","Webb, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,7851827,8158391,8055907,7833132,8097743,8256837,8143607,7766781,7823720,7932259,8755539,9321353,9859196,11329690,12504057,12412815,12529977,12074896,12348848
"""48479""","Webb, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.235,87.524,86.424,84.034,86.873,88.580,87.365,83.322,83.933,85.098,93.930,100.000,105.770,121.546,134.144,133.165,134.422,129.540,132.479
"""48479""","Webb, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,5166616,5184530,5866391,6153700,7157673,7512449,7728886,8242228,7100285,7726109,8918083,9321353,10229504,11800322,10357965,9995791,10901991,11265029,11126450
"""48481""","Wharton, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1976604,1904470,1805707,1807552,1821915,1867697,1679303,1803474,1933914,1763887,1644294,1680560,1784375,1681349,1643483,1580157,1702308,1782034,1966231
"""48481""","Wharton, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,117.616,113.324,107.447,107.557,108.411,111.135,99.925,107.314,115.076,104.958,97.842,100.000,106.177,100.047,97.794,94.026,101.294,106.038,116.999
"""48481""","Wharton, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1277543,1160798,1283993,1410658,1600202,1677504,1612902,1952403,1632567,1653623,1660389,1680560,1842102,1741953,1555102,1476331,1648675,1773043,1980678
"""48483""","Wheeler, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,523197,491830,470363,504977,736141,999569,1244148,1340872,1589407,1552034,1738079,1897703,1952053,1910435,1635649,1341627,1184531,1031486,944486
"""48483""","Wheeler, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,27.570,25.917,24.786,26.610,38.791,52.673,65.561,70.658,83.754,81.785,91.589,100.000,102.864,100.671,86.191,70.697,62.419,54.354,49.770
"""48483""","Wheeler, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,310915,257537,330256,414673,756047,1033663,1385528,1998997,1222078,1592500,2038742,1897703,2095221,1982769,844134,607077,664238,671061,521752
"""48485""","Wichita, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,4918905,4975786,4933964,4879961,4859698,5174260,5183701,5251211,5194633,5197595,5139551,5314012,5249590,5184429,5127478,5205682,5248800,5347705,5525214
"""48485""","Wichita, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,92.565,93.635,92.848,91.832,91.451,97.370,97.548,98.818,97.754,97.809,96.717,100.000,98.788,97.561,96.490,97.961,98.773,100.634,103.974
"""48485""","Wichita, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,3812577,3922529,4014752,4093081,4238335,4653245,4799672,5031305,4890949,5019812,5082508,5314012,5380520,5404888,5304025,5444331,5598477,5858237,6143693
"""48487""","Wilbarger, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,688660,720438,749786,761200,750068,792799,798796,778811,797295,841088,866144,751815,828128,746954,675927,701540,700117,779231,781801
"""48487""","Wilbarger, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.600,95.827,99.730,101.248,99.768,105.451,106.249,103.591,106.049,111.874,115.207,100.000,110.151,99.353,89.906,93.313,93.124,103.647,103.988
"""48487""","Wilbarger, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,524072,544988,595929,625833,643267,705443,734219,757617,769860,830125,866859,751815,858020,795827,683499,704219,721151,824650,835922
"""48489""","Willacy, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,543776,510279,568052,629800,594142,544915,663388,586109,603974,672351,582857,421617,559347,478108,485039,445710,464639,561736,535808
"""48489""","Willacy, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,128.974,121.029,134.732,149.377,140.920,129.244,157.344,139.014,143.252,159.469,138.243,100.000,132.667,113.398,115.042,105.714,110.204,133.234,127.084
"""48489""","Willacy, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,319017,277687,377750,474870,521194,485269,627590,659703,491606,622753,597281,421617,577474,492010,450666,406264,439092,541874,517813
"""48491""","Williamson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,9422395,8902885,9551411,9938269,11489830,12569563,14053795,14296595,14504891,15535913,16271246,17127348,16821217,16824805,17213412,17704369,18827199,19695871,20884833
"""48491""","Williamson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,55.014,51.981,55.767,58.026,67.085,73.389,82.055,83.472,84.688,90.708,95.002,100.000,98.213,98.234,100.502,103.369,109.925,114.997,121.939
"""48491""","Williamson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,7351744,7018678,7598903,8157712,9747072,11058107,12730942,13199539,13856149,14897459,15882734,17127348,17115750,17369884,18066829,18770505,20217779,21555466,23424315
"""48493""","Wilson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,403787,460014,455876,451056,453389,479494,511435,533657,562576,573054,702323,919840,1079247,1031516,947714,902787,922937,1006804,1125583
"""48493""","Wilson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,43.898,50.010,49.560,49.036,49.290,52.128,55.600,58.016,61.160,62.299,76.353,100.000,117.330,112.141,103.030,98.146,100.337,109.454,122.367
"""48493""","Wilson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,311042,361169,371272,382994,404124,443727,490750,532641,548831,572492,725184,919840,1126721,1078412,845473,797305,850883,965128,1070076
"""48495""","Winkler, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,848133,954145,845566,764164,727243,868715,900814,811096,881570,719382,702979,826319,879562,915258,957927,942307,1249408,1816561,2377053
"""48495""","Winkler, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,102.640,115.469,102.329,92.478,88.010,105.131,109.015,98.158,106.686,87.059,85.074,100.000,106.443,110.763,115.927,114.037,151.202,219.838,287.668
"""48495""","Winkler, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,434649,417073,539906,574617,719930,877249,964131,1131161,696062,720277,785841,826319,932707,951956,601115,534507,860936,1465455,1581830
"""48497""","Wise, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2374543,2709190,2929047,2943769,3162965,3521693,3952738,4022674,3915132,3861393,3970652,3955963,4031392,4389952,4169969,3630820,3328660,3308520,3505772
"""48497""","Wise, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,60.024,68.484,74.041,74.413,79.954,89.022,99.918,101.686,98.968,97.609,100.371,100.000,101.907,110.971,105.410,91.781,84.143,83.634,88.620
"""48497""","Wise, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1389102,1472203,2004943,2268938,2972309,3403742,3989282,4828155,3372339,3783886,4129706,3955963,4191619,4600441,3528628,2967341,2924008,3073545,3162340
"""48499""","Wood, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1100908,1237534,1113814,1097962,1247998,1367539,1236656,1117370,1292417,1329358,1324205,1410881,1481658,1548032,1650115,1617073,1690662,1684348,1725683
"""48499""","Wood, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,78.030,87.714,78.945,77.821,88.455,96.928,87.651,79.197,91.604,94.222,93.857,100.000,105.017,109.721,116.956,114.614,119.830,119.383,122.312
"""48499""","Wood, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,733253,781887,826968,886612,1161997,1295754,1227099,1279163,1123988,1309566,1390653,1410881,1547344,1610375,1335867,1271857,1435657,1521567,1492831
"""48501""","Yoakum, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2433001,3142818,2760175,2876351,2123431,2565889,2679597,2523586,3102711,2741492,2714431,3210975,2946934,2620036,2748376,2969634,3091193,3177391,3432549
